@node: #id_pdg,%+voisins,cause,motclef,type,content,label
a1407,"a4748,a4850",,"['obligation', 'référendum']",1,obligation de prendre en considération une fois par an un référendum d'initiative populaire en prenant en compte une pétition de 700.000 participants en regroupant et en retenant trois propositions tangibles,
a1408,"a4692,a4752,a4855,a4876",,"['revenu', 'caisse', 'retraite', 'impôt']",1,il est anormal que des retraités payent des impôts alors que leur seul revenu hypothétique est le versement opéré par les caisses,
a1409,"a4728,a4876",,"['revenu', 'action']",1,il faut voir comment imposer d’autres revenus sur de l’immobilier ou des actions,
a1410,"a4692,a4731",,"['administration', 'retraite']",1,diminuer les retraites d’un tas de planqués de l’administration qui se sont votés leur propre rémunération en cumulant en toute légalité ce qui en réalité est du vol,
a1411,"a4641,a4678",,"['heure', 'liste']",1,"non remplacement des profs absents, nz, liste de profs retraités acceptant les heures nécessaires (payés), disponibles le jour même",
a1412,"a4692,a4942",,"['retraite', 'inflation']",1,réindexation de toutes les retraites sur l’inflation,
a1413,a4712,,['réduction'],1,"réduction des déficits par la réduction du mille feuilles territorial,",
a1414,a4712,,['réduction'],1,réduction drastique des 1300 agences d’état et comités « théodule »,
a1415,a4622,,['économie'],1,pour les économies à faire vous inspirer des propositions de agnès verdier molinier,
a1416,"a4718,a4809,a5021,a5053",,"['pouvoir', 'poste', 'président', 'république']",1,supprimer le poste ou les pouvoirs exorbitants du président de la république,
a1417,a4915,,['privilège'],1,abollition de tous les privilèges,
a1418,"a4636,a4847",,"['prix', 'baisse']",1,baisse des prix des produits alimentaires,
a1419,a4620,,['diminution'],1,diminution des taxes pétrolières,
a1420,"a4653,a4973",,"['vote', 'proportionnelle']",1,vote à la proportionnelle,
a1421,"a4841,a4917,a5021",,"['pouvoir', 'région', 'assemblée']",1," il faut impérativement donner le pouvoir aux assemblées régionales de s'auto gérer et d'agir pour leur région, décentraliser le pouvoir",
a1422,a4615,,['isf'],1,remettre l'isf.,
a1423,"a4598,a4674,a4847",,"['baisse', 'baisse de la tva', 'tva']",1,baisse de la tva.,
a1424,a4766,,['entreprise'],1,taxer les entreprises étrangères du numérique.,
a1425,a4749,,['éducation'],1,réforme sur l'éducation pour revenir sur des vraies valeurs.,
a1426,"a4563,a4643,a4692,a4707,a4721,a4743,a4807,a4877,a4911,a4917,a4964,a4996,a5015",les gens qui nous gouvernent sensés prendre soin du peuple.,"['assemblée', 'retraite', 'produit', 'cumul', 'interdiction', 'paradis fiscaux', 'de le peuple', 'cout', 'mandat', 'chasse', 'aide', 'revalorisation', 'peuple']",1,"dissoudre l'assemblée et laisser faire les gens avec un peu plus d'emphatie et non apatés par le gain.
non cumul des mandats.
chasse aux paradis fiscaux et evasion fiscale
plus d'aide aux étudiants(ils sont quand meme notre avenir)
aux apprentis.
revalorisation des retraites suivant le cout de la vie.
produit de premiere necessité moins chers.
interdiction des produits dangeureux (glyphosate ...)
de l'amphatie de l'amphatie de l'amphatie",les gens qui nous gouvernent sensés prendre soin du peuple.
a1427,a4620,la diminution des services publics,['diminution'],1,rétablir la qualité des services publics en changeant d'abord de politique fiscale pour les financer.,la diminution des services publics
a1428,"a4571,a4645,a4905,a4966,a5050",l'union européenne,"['france', 'souveraineté', 'frexit', 'union européenne', 'union']",1,sortir de l'union européenne par le frexit pour retrouver notre souveraineté nationale. abrogation de tout les traités qui engagent la souveraineté de la france.,l'union européenne
a1429,"a4739,a4891,a5037",l europe,"['europe', 'lois', 'système']",1,"-les lois européennes se substituent trop souvent aux lois nationales- donc il faut que nos lois nationales soient prioritaires- 
- ce système de gouvernance européen coûte trop cher à tous",l europe
a1430,a4847,les privileges et rémunérations,['baisse'],1,revoir tout à la baisse,les privileges et rémunérations
a1431,a5059,radars,['radar'],1, retrait des radars inutiles et aménagement des routes et des points accidentogènes en priorité,radars
a1432,"a4663,a4748,a4853",justice démocratique,"['initiative', 'référendum', ""référendum d' initiative citoyenne""]",1,référendum d'initiative citoyenne,justice démocratique
a1433,a4692,retraite,['retraite'],1,on propose de remettre la retraite à 57 ans avec le taux plein,retraite
a1434,a4761,evasion fiscale,['évasion fiscale'],1,faire de l'évasion fiscale un délit,evasion fiscale
a1435,"a4562,a4692,a4752,a4876,a4960,a5039,a5051",complexité de l'organisation des services publics,"['retraite', 'suppression', 'salaire', 'organisation', 'invalidité', 'revenu', 'caisse']",1,"suppression de la multiplicité des caisses de ss 
suppression de la multiplicité des caisses de retraite
mutuelles et prévoyances obligatoires pour tous garantissant un maintien de salaire 3 ans en arrêt maladie et un complément de revenus en cas d'invalidité.",complexité de l'organisation des services publics
a1436,"a4722,a4750,a4774,a4796,a4850,a4870,a4958,a5020",education nationale,"['education', 'education nationale', 'rôle', 'enfant', 'origine', 'obligation', 'enseignement', 'école']",1,sortir des idéologies mortifères qui formatent les cerveaux de nos enfants. le rôle de l'école est d'instruire et non de (ré)éduquer!! arrêt de l'enseignement des langues d'origine. obligation de résultat du corps enseignant et purge massive des inspections académiques,education nationale
a1437,a4739,système scolaire,['système'],1,"refondre le système scolaire en valorisant les matières pratiques. cesser de former des élites intellectuelles qui ne sont que ceux qui en réalité,  sont dans le rang.",système scolaire
a1438,"a4587,a4692,a4935,a4942,a4945,a5010",la désindexation des retraites sur l'inflation,"['augmentation', 'retraite', 'inflation', 'coût', 'indexation des retraites', 'indexation']",1,aligner l'indexation des retraites sur l'augmentation du coût de la vie,la désindexation des retraites sur l'inflation
a1439,"a4593,a4963,a5006",budget état,"['cour des comptes', 'budget', 'citoyen']",1,le budget de l'état devrait être présenté aux citoyens avec les commentaires de la cour des comptes et certaines lignes devraient pouvoir être validées par eux.,budget état
a1440,"a4837,a4973",elections des députés,"['député', 'vote']",1,"elections des députés après la présidentielle, mais proportionnelle pour 5 ans, mais vote de confiante à mi-mandat comme pour les présidentielles.",elections des députés
a1441,"a4623,a4721,a4745",la professionnalisation des acteurs politiques,"['limitation', 'acteur', 'mandat']",1,limitation des mandats à 2ou 3,la professionnalisation des acteurs politiques
a1442,"a4593,a4973",elections présidentielles,"['citoyen', 'vote']",1,mandat de 5 ans mais vote de confiance à mi-mandat par les citoyens.,elections présidentielles
a1443,"a4820,a4876",impot sur le revenu,"['revenu', 'impot']",1,"impot sur le revenu pour tous, au prorata du revenu bien sur",impot sur le revenu
a1444,"a4557,a4844,a5039,a5051",invalidité et handicap,"['handicap', 'salaire', 'sécurité sociale', 'invalidité']",1,"il faut que les personnes en invalidité catégories 1,2 ou autres payés par la sécurité sociale puissent vivre dignement et toucher 80% du salaire",invalidité et handicap
a1445,"a4564,a4638,a4675",taxe sur les sociétés,"['droit', 'société', 'tpe']",1,pour le cic mettre un plafond pour que ce ne soit que nos tpe pme et sarl qui puissent y avoir droit et non les gros groupe de c40,taxe sur les sociétés
a1446,"a4839,a5051",différences de salaires entre hommes et femmes,"['femme', 'salaire']",1,salaires égaux obligatoire,différences de salaires entre hommes et femmes
a1447,"a4658,a4862",les avantages scandaleux des parlementaires,"['avantage', 'parlementaire']",1,une remise à plat complete6,les avantages scandaleux des parlementaires
a1448,"a4622,a4673,a4711,a4883,a4980",mauvaise gestion des frais santé,"['gestion', 'santé', 'gaspillage', 'économie', 'frais']",1,économies en stoppant le gaspillage et le laxisme .,mauvaise gestion des frais santé
a1449,"a4587,a4692,a4945,a5010",la non indexation des retraites,"['indexation des retraites', 'retraite', 'indexation', 'coût']",1,rétablir l'indexation au coût de la vie,la non indexation des retraites
a1450,"a4766,a4800",multinationales,"['emploi', 'entreprise']",1,renationalisation des emplois et créer des entreprises de petite et moyenne densité,multinationales
a1451,a4926,les robots,['travail'],1,taxer le travail des robots et les intelligence artificiels,les robots
a1452,a4864,union européenne,['gaz'],1,revoir entièrement cette usine à gaz,union européenne
a1453,"a4565,a4766",insuffisance des contrôle fiscaux,"['contrôle', 'entreprise']",1,recruter plus de contrôleurs au ministère des finances. en france une entreprise est contrôlée en moyenne tous les 26 ans. cela devrait être tous les 5 ans et avant le délai de prescription.,insuffisance des contrôle fiscaux
a1454,"a4671,a4943,a4953",le voile des musulmannes,"['loi', 'voile', 'port']",1,"interdire le port du voile dans tous les lieux publics, avec lourdes sanctions pour celles qui ne respectent pas la loi, et avec en cas de récidives, le retour à la frontière",le voile des musulmannes
a1455,"a4809,a5051",femme du président,"['président', 'salaire']",1,"la femme du président n'a pas été elu, donc ne rien lui verser supprimer toute subvention la concernant et les salaires",femme du président
a1456,"a4560,a4935,a4942",point d'indice des fonctionnaires,"['augmentation', 'inflation', 'fonctionnaire']",1,augmentation annuel du point d'indice sur l'inflation,point d'indice des fonctionnaires
a1457,"a4674,a4772,a4864","electicité, gaz, eau, téléphone","['eau', 'gaz', 'tva']",1,baisser la tva à 10%,"electicité, gaz, eau, téléphone"
a1458,"a4745,a4902,a4939,a5051",limitation de salaire,"['monde', 'limitation', 'smic', 'salaire']",1,limiter les saliares a 12 fois le smic pour tous le monde,limitation de salaire
a1459,"a4668,a4680,a4734,a4858",immigration massive,"['regroupement', 'regroupement familial', 'immigration', 'immigration massive']",1,stopper immédiatement le regroupement familial.,immigration massive
a1460,"a4636,a4901",tipp,"['prix', 'carburant']",1,remise en place de tipp flottante pour niveler le prix des carburants,tipp
a1461,"a4602,a4645,a4855",gafa,"['impôts en france', 'impôt', 'france']",1,qu'ils paient leurs impôts en france,gafa
a1462,"a4593,a4715,a4720,a4744,a4776,a4841,a4849,a4855,a4946",ce que le gouvernement fait des impôts et taxes,"['taxe', 'citoyen', 'dépense', 'département', 'gouvernement', 'argent public', 'commune', 'impôt', 'région']",1,"les citoyens doivent pouvoir disposer clairement de toutes les informations concernant l'utilisation de l'argent public à tous les niveaux etat,régions, départements et communes; pas seulement un bilan mais un véritable descriptif des dépenses réalisées",ce que le gouvernement fait des impôts et taxes
a1463,"a4626,a4739,a4932,a4974",audiovisuel,"['français', 'journaliste', 'information', 'système']",1,"privatiser le système public de l’audiovisuel ; en recréer un nouveau, dont la mission première sera de délivrer l’information tout en respectant la pluralité des opinions des français. ses dirigeants et ses journalistes devront être représentatifs de cette diversité de points de vue.",audiovisuel
a1464,"a4634,a4692,a4721",retraite,"['retraite', 'élection', 'mandat']",1,"aucune « retraite » ni avantage ne peuvent être attachés à tous les anciens « quelque chose », quand les mandats liés aux élections, ou désignations, sont terminés, les personnes concernées retournent à leur ancienne vie et métier.",retraite
a1465,"a4687,a4776",audiovisuel,"['taxe', 'personne']",1,"toute personne doit pouvoir supprimer de son « bouquet » les chaînes publiques et payer proportionnellement à celles qu’elle regarde. si elles sont toutes supprimées, il n’y a plus de taxe à payer.",audiovisuel
a1466,"a4674,a4926",la fraude à la tva,"['tva', 'travail']",1,"faire une tva à 5,5% pour les travaux dans la résidence principale(matériaux et mo), pour les travaux par les garagistes, afin de limiter le travail au noir dans ces 2 secteurs",la fraude à la tva
a1467,"a4596,a4716,a4816,a4891,a4910",justice,"['justice', 'peine', 'trafic', 'lois', 'drogue']",1,"durcir les lois relatives à la récidive, au trafic de drogue et à la prostitution et rendre systématique l’exécution de toutes les peines sans remises possibles pour les délits majeurs,",justice
a1468,a5051,les inégalités de salaires,['salaire'],1,augmenter le salaire minimum à 2000€ net pour un temps complet,les inégalités de salaires
a1469,"a4747,a4844,a4872",le traitement du handicap,"['handicap', 'politique', 'aménagement']",1,d'engager une politique d'aménagement des lieux publics aux handicaps,le traitement du handicap
a1470,a4597,prison,['prison'],1,"créer, 15 000 places de prison.",prison
a1471,"a4692,a4721,a4837,a4969",retraite des députés,"['salarié', 'retraite', 'député', 'mandat']",1,supprimer la retraite des députés telle qu'elle est accordée actuellement et de la remplacer par un doublage des trimestres cotisés pendant leur mandat c'est à dire 8 trimestres par an au lieu de 4 comme un salarié normal.,retraite des députés
a1472,"a4602,a4645,a4687,a4746,a4855",évasion fiscale,"['impôts en france', 'personne', 'bénéfice', 'impôt', 'france']",1,"toute personne qui fait des bénéfices en france paie systématiquement ses impôts en france  
instaurer un plafond annuel pour la défiscalisation, et, ajouter une limite dans le temps.",évasion fiscale
a1473,"a4660,a4762,a4826,a4888,a4915,a4960,a5046",les privilèges des nantis,"['fonction', 'suppression', 'logement', 'allocation', 'hauts fonctionnaires', 'privilège', 'représentation']",1,suppression de tous les privilèges des hommes politiques et hauts fonctionnaires. suppression des allocations liées aux logements. suppression des logements de fonction. suppression des allocations de représentation,les privilèges des nantis
a1474,"a4582,a4591,a4653,a4689,a4837",les institutions,"['institution', 'député', 'sénat', 'proportionnelle', 'majorité']",1,"réduire les députés à 1 par département et supprimer le sénat.
elections à la proportionnelle.

majorité aux nombre d'inscrits .
comptabiliser les votes blancs",les institutions
a1475,"a4652,a4716,a4912,a5021",indépendance des pouvoirs,"['pouvoir', 'justice', 'indépendance', 'élu']",1,"supprimer le ministère de la justice et le remplacer par un élu qui serait par exemple élu par le corps de justice (juges, avocats, greffes...)",indépendance des pouvoirs
a1476,"a4577,a4807",la fraude aux aides sociales,"['aide', 'habitation']",1,carte vitale  avec empreintes digitales comme passeport,la fraude aux aides sociales
a1477,"a4587,a4692,a4942,a4991,a5010,a5021,a5051",le pouvoir d'achat qui diminue,"['retraite', 'inflation', 'salaire', ""pouvoir d' achat"", 'pouvoir', 'indexation des retraites', 'indexation']",1,indexation des retraites et des salaires sur l'inflation,le pouvoir d'achat qui diminue
a1478,,comptabilisation des votes,[],1,comptabilisation des votes blancs,comptabilisation des votes
a1479,"a4757,a4960",sécurité,"['suppression', 'sécurité']",1,suppression du lbd,sécurité
a1480,"a4599,a4620,a4621,a4643,a4718,a4800,a4837,a4862,a4946,a5021,a5028,a5051",les gouvernements passés et présents,"['salaire', 'emploi', 'pouvoir', 'avantage', 'poste', 'gouvernement', 'ministre', 'préfet', 'diminution', 'député', 'chasse', 'sénateur']",1,"abolition des salaires quand les députés, ministres, sénateurs ou autres ne sont plus au pouvoir.
diminution des salaires et avantages des membres du gouvernement  en poste
chasse aux emplois fictifs dans les grandes mairies (marseille)aux préfets de substitution, aux ""diplomates"" détachés",les gouvernements passés et présents
a1481,"a4572,a4627,a4650,a4703,a4707,a4744,a4745,a4781,a4822,a4851,a4860,a4911,a4937,a5002,a5034",limitation des dépenses des représentants du peuple,"['ensemble de la classe politique', 'mise en place', 'ensemble de la classe', 'représentant', 'dépense', 'limitation', 'dépenses des représentants', 'de le peuple', 'limitation des dépenses des représentants de le peuple', 'limitation des dépenses', 'remboursement', 'des dépenses des représentants de le peuple', 'des représentants de le peuple', 'classe politique', 'peuple']",1,"remboursement des repas de l'ensemble de la classe politique plafonné à 15 € ou mise en place de ticket restaurant.

des dérogations pourront être accordé sur justificatif en cas d'invitation d'un représentant étranger.",limitation des dépenses des représentants du peuple
a1482,"a4565,a4692,a4727,a4831,a4934,a4963,a5021",améliorer le pouvoir d 'achat,"['retraite', 'application', 'pouvoir', 'fiscalité', 'cour des comptes', 'contrôle', 'consultation']",1,"une refonte complète de la fiscalité
une consultation citoyenne avec contrôle  neutre des résultats 
l application de observations faites par la cour des comptes
indexer les retraites",améliorer le pouvoir d 'achat
a1483,"a4634,a4685",représentativité des électeurs,"['élection', 'représentativité']",1,"vote d'au moins 51% des électeurs inscrits pour que le résultat de l'élection soit valide, dans le cas contraire on recommence",représentativité des électeurs
a1484,"a4595,a4715,a4720,a5021",la disparaition des services publiques,"['service', 'pouvoir', 'département', 'commune']",1,plus de pouvoir et de moyens aux départements pour qu'ils puissent aider mieux leurs communes.,la disparaition des services publiques
a1485,"a4714,a4776,a4807,a4820,a4837,a4855,a4944,a5035",impôts,"['taxe', 'chauffage', 'baisser les taxes', 'alimentation', 'impot', 'député', 'impôt', 'aide']",1,"rétablir l’impot sur la fortune . impôt doit inclure toutes les rentrées financières y compris les aides y compris pour les députés.baisser les taxes sur l alimentation ,le chauffage ect ...",impôts
a1486,"a4743,a4776,a4927,a4942,a4991,a5021,a5051",le pouvoir d’achat qui diminue,"['taxe', 'inflation', 'produit', 'salaire', ""pouvoir d' achat"", 'pouvoir', 'produits de première nécessité']",1,"supprimer les taxes sur les produits de première nécessité.
indexer les salaires sur l’inflation",le pouvoir d’achat qui diminue
a1487,"a4615,a4960,a5030",suppression de l'isf,"['rétablissement', 'isf', 'suppression']",1,son rétablissement immédiat et son affectation prioritairement et d'urgence à la lutte contre la grande pauvreté et la pauvreté,suppression de l'isf
a1488,a4692,retraites,['retraite'],1,réindexer les retraites,retraites
a1489,"a4582,a4707,a4726,a4739,a4891,a4912,a4981",ric,"['système', 'démocratie', 'majorité', 'lois', 'élu', 'ric', 'peuple']",1,"etablir le ric, pouvoir révoquer un élu qui va à l'encontre des intérets du peuple (ça leur permettra de bien faire leur boulot pour changer!)  pouvoir abroger des lois grand n'importe quoi....
la majorité décidera.... c'est ça la démocratie, pas ce système capitaliste qui se fait passer pour.....",ric
a1490,"a4681,a4707,a4888,a4912,a4946",l'inégalité entre le peuple et les hauts fonctionnaires et gouvernement,"['hauts fonctionnaires', 'gouvernement', 'règle', 'élu', 'peuple']",1,changer les règles pour établir un même régime et barème pour le peuple et les élus.,l'inégalité entre le peuple et les hauts fonctionnaires et gouvernement
a1491,"a4555,a4674,a4692,a4743,a4776,a4869,a4901,a4907,a4918,a4927,a4935,a4982,a4991,a4992,a5021",le pouvoir d'achat qui diminue,"['taxe', '', 'retraite', 'carburant', ""taxe d' habitation"", ""d' habitation"", 'augmentation', 'produit', ""pouvoir d' achat"", 'livret', 'pouvoir', 'csg', 'indexer les retraites', 'produits de première nécessité', 'tva']",1,"indexer les retraites et le livret a, sur le coùt de la vie. 
retrait de l'augmentation de la csg sur les retraites. 
tva 5,5% sur les produits de première nécessité. 
fin de la taxe d'habitation pour tous. 
arrêt des taxes sur les carburants.",le pouvoir d'achat qui diminue
a1492,"a4564,a4593,a4776",l'errance fiscale et taxes,"['taxe', 'société', 'citoyen']",1,"homogénéiser les taxes des sociétés internationales, et qu'elles soient autant taxées que les sociétés françaises pour toute transaction effectuées avec les citoyens (amazon, airbnb, ...)",l'errance fiscale et taxes
a1493,"a5031,a5039",pension d'invalidité qui n'augmentent,"['pension', 'invalidité']",1,revaloriser les pension d'invalidité c'est urgent,pension d'invalidité qui n'augmentent
a1494,"a4698,a4847",hausse des assurances voitures,"['hausse', 'baisse']",1,baisse significative pour les bons conducteurs chaque années,hausse des assurances voitures
a1495,a4674,pouvoir d'achat,['tva'],1,légaliser le canabis récréatif avec une tva majorée à redistribuer aux plus démunis,pouvoir d'achat
a1496,"a4666,a4855,a5056","isf, imposition","['impôt', 'tranche', 'imposition']",1,"rétablir cet impôt, et augmenter le nombre de tranches.","isf, imposition"
a1497,"a4643,a4820",impots,"['impot', 'chasse']",1,faire la chasse plus sérieusement éxilés fiscaux,impots
a1498,"a4595,a4743,a4776,a4811,a4855,a4926",les taxes en général,"['taxe', 'pme', 'produit', 'service', 'travail', 'impôt']",1,appliquer uniquement tva adaptée à chaque classe de produit et services et supprimer tout autres impôts et taxes. tva de 1ere nécessitée réduite et les autres à adapter. ça relancerait l'emploie et revaloriserait le travail humain car plus d'autre taxe non plus sur les pme (gros secteur d'embauches),les taxes en général
a1499,"a4593,a4649,a4664,a4696,a4734,a4762,a4807,a5051",le pacte de marrakech,"['citoyen', 'logement', 'pacte', 'salaire', 'immigré', 'pacte de marrakech', 'immigration', 'aide']",1,"annuler le pacte de marrakech / stopper l'immigration car nos citoyens français perçoivent moins d'aides que les immigrés qui ont gratuitement un logement, des soins et même un salaire ... il faut donner en priorité aux citoyens français",le pacte de marrakech
a1500,"a4575,a4698,a5057",hausse des tarifs des spécialites médicaux,"['médecin', 'hausse', 'tarif']",1,supprimer les dépassements d'honoraires pour tous les médecins spécialistes,hausse des tarifs des spécialites médicaux
a1501,"a4593,a4981",démocratie,"['démocratie', 'citoyen']",1,comment les citoyens seront tirés au sort et par qui après le grand débat . j 'espère qu'il ne s'agit pas d'une mascarade.,démocratie
a1502,"a4640,a4973,a4981",démocratie,"['démocratie', 'état', 'vote']",1,passer à une gouvernance de 4 à 5 ans comme aux états unis. avec un vote à mi mandant.,démocratie
a1503,a4666,justice fiscale,['imposition'],1,imposition proportionnelle à la totalité revenus,justice fiscale
a1504,"a4555,a4776,a4869,a4918",taxe d'habitation,"['taxe', '', ""taxe d' habitation"", ""d' habitation""]",1,supprimer la taxe d'habitation pour tous,taxe d'habitation
a1505,a4642,media,['population'],1,créer chaine media plus représentatif de notre population,media
a1506,a4960,justice sociale,['suppression'],1,suppression de l'igpn,justice sociale
a1507,"a4562,a4731,a4744,a4903,a5043",l'immense gabegie et les incroyables gaspillages de la dépense publique.,"['administration', 'dépense', 'organisation', 'personnel', 'dépense publique']",1,"commencer par faire un audit général du fonctionnement et des dépenses des administrations, nationale, comme territoriale... concernant tant l'organisation, que le nombre des personnels.",l'immense gabegie et les incroyables gaspillages de la dépense publique.
a1508,"a4655,a4743,a4772,a4831,a4898,a4921,a4944,a4980,a5035,a5040",la fiscalité ni juste ni écologique,"['eau', 'chauffage', 'électricité', 'alimentation', 'fiscalité', 'santé', 'produit', 'produits de luxe', 'consommation', 'luxe']",1,"je propose que les besoins de base en alimentation saine, en eau, chauffage, électricité, en santé, déplacement soient détaxés voire gratuits pour certains, mais que toute consommation supérieure à la moyenne ou néfaste d'un point de vue écologique, soit surtaxée en tant que produits de luxe.",la fiscalité ni juste ni écologique
a1509,"a4744,a4850,a4903,a4963,a5021",l'immense gabegie et les incroyables gaspillages de la dépense publique.,"['pouvoir', 'cour des comptes', 'dépense', 'obligation', 'dépense publique']",1,"donner un pouvoir coercitif, avec obligation de résultat, sous un délai à déterminer, aux ""recommandations"" de la cour des comptes.",l'immense gabegie et les incroyables gaspillages de la dépense publique.
a1510,"a4674,a4743,a4750,a4936,a4939",tva,"['enfant', 'monde', 'nature', 'produit', 'tva']",1,"la tva devrait prendre en compte l'empreinte carbone d'un produit et  le mode de fabrication.
exemple:un produit bio local aurait une tva de 0,1% tandis qu'un produit fabriqué à l'autre bout du monde en exploitant des enfants ou en détruisant la nature sera taxé à 70% ou plus",tva
a1511,"a4563,a4912",les élus,"['élu', 'interdiction']",1,peine maximale judiciaire quand un élu détourne des fonds publiques avec interdiction à vie d'être réélu,les élus
a1512,"a4579,a4859",combattre fraude fiscale,"['100 milliards', 'fraude fiscale']",1,faire un vrai combat contre la fraude fiscale (100 milliards par an ),combattre fraude fiscale
a1513,"a4707,a4747,a4981,a5021",les politiques,"['pouvoir', 'démocratie', 'politique', 'peuple']",1,donner le pouvoir au peuple pour vire une réelle démocratie.,les politiques
a1514,"a4627,a4663,a4689,a4748,a4853",institutions,"['initiative', 'mise en place', 'référendum', ""référendum d' initiative citoyenne"", 'institution']",1,mise en place du référendum d'initiative citoyenne,institutions
a1515,"a4734,a5023",immigration,"['immigration', 'pauvre']",1,"stopper l immigration illégale , occupons nous de nos  pauvres",immigration
a1516,"a4645,a4686,a4720,a4756",la pauvreté et l'exclusion,"['maison', 'commune', 'pays', 'france']",1,"de créer des maisons d'accueils pour tous les accidentés de la vie dans chaque commune de france, un lieu ouvert 7/7 24/24h, à la fois lieu de vie, d'écoute et de conseil pour se reconstruire et se remettre en selle, plus de misère et de personnes qui dorment dehors en 2020 dans notre grand pays.",la pauvreté et l'exclusion
a1517,"a4589,a4674,a4743,a4792",la tva,"['taux', 'km', 'produit', 'tva']",1,"modifier les taux de tva pour l'alimentaire: 2,5% pour le bio local équitable (ble), 3% pour le local fermier et bio français, 4% pour le bio européen et le commerce équitable. 
toujours 5,5% pour le produits européens et le commerce équitable mais pour les reste c'est +1% tous les 5000km (bilan carbone désastreux).",la tva
a1518,"a4837,a4850,a4917,a4973",politiques,"['député', 'obligation', 'vote', 'assemblée']",1,obligation pour les députés d être présent à l’assemblée.ne pas pouvoir s ´abstenir lors d un vote et le vote des députés doit être en fonction des convictions et non de son étiquette politique.,politiques
a1519,"a4741,a4945,a4954",smic trop bas,"['coût', 'euro', 'coût de la vie']",1,le smic aujourd'hui est trop bas au vue du coût de la vie.je propose donc une évaluation de celui ci à hauteur de 1800 euros brut,smic trop bas
a1520,"a4557,a4627,a4739,a4759,a4960",les mutuelles,"['système', 'mutuelle', 'suppression', 'mise en place', 'sécurité sociale']",1,8) suppression des mutuelles privées ( entre 50 et 100 € par mois...) et mise en place d'un système de sécurité sociale digne de ce nom.,les mutuelles
a1521,"a4678,a4726,a4727,a4974,a4991,a5021",le pouvoir d'achat,"['heure', ""pouvoir d' achat"", 'pouvoir', 'ric', 'consultation', 'français']",1,"abandonner les 35 heures, proposer 37, 38, 39 après consultation  des français via le ric",le pouvoir d'achat
a1522,a4593,référundum poportionnel citoyen,['citoyen'],1,mettre référundum  citoyen,référundum poportionnel citoyen
a1523,"a4692,a4847,a4942,a4959,a4982",baisse des retraite,"[""retraites sur l' inflation"", 'retraite', 'indexer les retraites', 'inflation', 'baisse']",1,indexer les retraites sur l'inflation,baisse des retraite
a1524,a4879,macron,['macron'],1,macron démission,macron
a1525,"a4565,a4721,a4744,a4876,a4904,a4912,a4964",élus,"['attribution', 'dépense', 'cumul', 'revenu', 'contrôle', 'élu', 'mandat']",1,"limiter l'attribution de revenu aux élus à  la durée effective de leur mandat.
en cas de cumul de mandats limiter les indemnisations avec un plafond max.  
limiter dans le temps le nombre de mandat
réduire le nombre d'élus nationaux
les pénaliser en cas de non présence dans les hémicycles.
possibilité de révocation a mi mandat
imposer des contrôles effectifs sur leurs dépenses",élus
a1526,"a4687,a4739,a4750,a5031",pension de reversion,"['enfant', 'pension', 'personne', 'système']",1,ne pas toucher au système actuel. baisser la pension de reversion serait catastrophique pour la personne qui reste surtout si cette personne n à que peu travaillé. un couple qui a travaillé toute sa vie et qui a un patrimoine ne pourrait le garder et ne pourrait le transmettre à ses enfants,pension de reversion
a1527,"a4593,a4602,a4645,a4746,a4761,a4766,a4855",fiscalite,"['citoyen', 'bénéfice', 'entreprise', 'évasion fiscale', 'impôts en france', 'impôt', 'france']",1,"une nouvelle structure avec pourquoi pas des juges pour s'occuper sérieusement de l'évasion  fiscale ,ainsi tout citoyen français ou  toutes entreprises française même  si elles travaillent et font des bénéfices hors de france devront payer leurs impôts en france,",fiscalite
a1528,"a4743,a4842,a4871,a4902,a5016,a5051",l'injustice sociale,"['produit', 'salaire', 'écart', '1500 €', 'smic', 'injustice']",1,"porter le smic à 1500 €
porter tous les minima sociaux à 1 000 €
augmenter la rémunération dans les services publics
plafond d'écarts de salaires 20 fois le smic
mettre en place une tva sociale sur les produits importés",l'injustice sociale
a1529,"a4674,a4700,a4864,a4921,a4969,a5004,a5006,a5015",cout de la vie,"['artisan', 'électricité', 'budget', 'handicapé', 'salarié', 'gaz', 'cout', 'tva']",1,"baisser la tva sur électricité, gaz, fioul domestique de 20% à 12/13% tous ceux qui gagnent peu, retraités, handicapés, salariés, artisans, agriculteurs etc... cela soulagerait un peu budget !",cout de la vie
a1530,"a4593,a4660",représentation politique,"['représentation', 'citoyen']",1,faire sièger des citoyens tirés au sort dans les conseils municipaux,représentation politique
a1531,a4637,prelèvement à la source,['source'],1,de rendre le prélèvement à la source plus simple pour les enteprises ou le supprimer,prelèvement à la source
a1532,"a4564,a4666",fiscalite,"['société', 'imposition']",1,fin de l'avantage et alignement du taux d'imposition pour les grandes firmes sur les petites sociétés et arrêt du c i c e,fiscalite
a1533,,l'inégalité,[],1,mettre en place deux jours de carences pour tou (public/privé),l'inégalité
a1534,"a4656,a4739,a4762,a4835",les loyers trop chers,"['système', 'loyer', 'permis', 'logement']",1,lancer un grand plan de construction et de rénovation de logement avec comme objectif de ne plus avoir de sdf à 5 ans. mettre en place un système de permis de louer avec fixation d'un loyer maximum en fonction de la taille et de la qualité du logement.,les loyers trop chers
