@node: #id_pdg,%+voisins,cause,motclef,type,content,label
a709,"a279,a279,a709,a709,a1188,a1188,a1306,a1306,a2161,a2161,a2369,a2369,a3276,a3276,a3678,a3678",les bas salaires,"['sécurité sociale', 'salaire', 'dépense', 'baisse', 'ordre', 'abus', 'cotisation']",1,"augmenter les bas salaires par une baisse des cotisations sociales correspondantes. en mettant de l'ordre dans les dépenses de la sécurité sociale où les gaspillages, les fraudes et les abus de profiteurs sont légion.",les bas salaires
a710,"a139,a139,a353,a353,a710,a710,a800,a800,a878,a878,a1268,a1268,a1714,a1714,a1755,a1755,a2026,a2026,a2080,a2080,a2081,a2081,a2387,a2387,a2598,a2598,a2657,a2657,a2696,a2696,a2725,a2725,a2736,a2736,a3068,a3068,a3246,a3246,a3460,a3460,a3495,a3495,a3896,a3896,a4010,a4010,a4026,a4026,a4443,a4443",la concentration industrielle dans les mégapoles,"['ville', 'entreprise']",1,motiver et donner les moyens à des entreprises de s'installer dans des petites et moyenne villes,la concentration industrielle dans les mégapoles
a711,"a330,a330,a417,a417,a429,a429,a554,a554,a711,a711,a1153,a1153,a2174,a2174,a2324,a2324,a2357,a2357,a2401,a2401,a2734,a2734,a2766,a2766,a3105,a3105,a3175,a3175,a3487,a3487,a3513,a3513,a3658,a3658,a3734,a3734,a3831,a3831,a3992,a3992,a4245,a4245,a4334,a4334",retraite,"['retraite', 'activité']",1,"pouvoir prendre sa retraite après un minimum de 10 ans d'activité et la toucher grâce à deux points par année, pouvoir reprendre une activité salariée à tout moment pour acquerir de nouveaux points",retraite
a712,"a552,a552,a712,a712,a2120,a2120,a3422,a3422",tva,"['produits de première nécessité', 'taux', 'produit', 'tva']",1,"mettre une tva à taux réduit sur les produits de première nécessité : viande, produits laitiers, fruits et légumes et produits sanitaires ( savon, dentifrice....)",tva
a713,"a539,a539,a694,a694,a713,a713,a754,a754,a1447,a1447",politique,"['parlementaire', 'président', 'baisse']",1,fin des privilège à vie des anciens président et baisse du nombre des parlementaires.,politique
a714,"a357,a357,a674,a674,a714,a714,a1021,a1021,a1575,a1575,a1845,a1845,a1852,a1852,a1905,a1905,a2450,a2450,a2491,a2491,a2765,a2765,a2917,a2917,a3023,a3023,a3385,a3385,a3472,a3472,a3635,a3635,a3789,a3789,a3952,a3952,a3984,a3984,a4288,a4288,a4322,a4322,a4420,a4420",fin des 80km/h,"['km/h', '80 km/h', 'km', '80 km']",1,je propose le fin des 80km/h,fin des 80km/h
a715,"a435,a435,a715,a715,a1846,a1846,a1908,a1908,a2173,a2173,a2183,a2183,a2226,a2226,a2659,a2659,a2839,a2839,a2846,a2846,a3143,a3143,a3758,a3758,a4539,a4539",la réforme annoncée de la fonction publique,"['emploi', 'mission']",1,il faut renforcer la fonction publique pour qu'elle puisse effectuer ses missions de services publics et pour créer des emplois.,la réforme annoncée de la fonction publique
a716,"a279,a279,a457,a457,a459,a459,a716,a716,a756,a756,a920,a920,a957,a957,a1188,a1188,a1269,a1269,a1685,a1685,a2164,a2164,a2330,a2330,a2679,a2679,a2862,a2862,a3060,a3060,a3063,a3063,a3136,a3136,a3680,a3680,a4225,a4225,a4464,a4464",la corruption des élus,"['indemnité', 'intérêt', 'dépense', 'élu', 'corruption', 'abus']",1,"poursuivre et lever l'immunité parlementaire en cas de corruption, d'abus de biens sociaux, de conflits d'intérêts ou d'abus des indemnités pour dépenses personnelles.",la corruption des élus
a717,,baisse des pensions de retraites,"['pension', 'suppression', 'retraite', 'coût', 'csg', 'hausse', 'baisse', 'coût de la vie']",1,réindexation des pensions de retraites sur le coût de la vie avec effet au 1er janvier 2019 et suppression de la hausse de la csg,baisse des pensions de retraites
a718,"a145,a145,a446,a446,a718,a718,a1209,a1209,a1296,a1296,a1925,a1925,a2381,a2381,a2618,a2618,a2868,a2868,a2934,a2934,a3219,a3219,a3484,a3484,a3589,a3589,a3747,a3747,a4126,a4126,a4228,a4228",l'absence de dialogue social,"['rendre obligatoire', 'gouvernement', 'citoyen']",1,rendre obligatoire des réunions entre le gouvernement et les corps intermédiaires pour relayer les volontés des citoyens.,l'absence de dialogue social
a719,"a548,a548,a719,a719,a723,a723,a947,a947,a2871,a2871,a3045,a3045,a3122,a3122,a3502,a3502,a3886,a3886",les privatisations,"['impôt', 'entreprise', 'privatisation']",1,rendre illégales les privatisations d'entreprises et d'infrastructures publiques qui ont financés par l'impôt.,les privatisations
a720,"a720,a720,a1231,a1231,a1776,a1776,a1882,a1882,a2166,a2166,a2283,a2283,a2580,a2580,a2600,a2600,a2711,a2711,a3156,a3156,a4337,a4337",le niveau du smic,"['augmentation', 'smic']",1,augmenter le smic en le fixant à 1 350 € et revoir les minimas sociaux dans la même proportion d'augmentation.,le niveau du smic
a721,"a721,a721,a849,a849,a2901,a2901,a4357,a4357",les aides aux entreprises,"['cice', 'aide', 'entreprise']",1,"supprimer le cice, la flat tax, retour du forfait social et de l'exit tax",les aides aux entreprises
a722,"a161,a161,a560,a560,a722,a722,a2402,a2402,a2523,a2523,a3480,a3480,a4546,a4546",les privilèges des élus,"['retraite', 'suppression', 'privilèges des élus', 'élu', 'régime', 'privilège']",1,suppression des régimes spéciaux de retraite des élus nationaux.,les privilèges des élus
a723,"a167,a167,a548,a548,a719,a719,a723,a723,a947,a947,a1535,a1535,a1814,a1814,a1874,a1874,a1950,a1950,a2259,a2259,a2277,a2277,a2516,a2516,a2652,a2652,a2668,a2668,a2669,a2669,a2871,a2871,a3045,a3045,a3122,a3122,a3502,a3502,a3741,a3741,a3886,a3886,a4001,a4001,a4264,a4264",les privatisations,"['énergie', 'eau', 'distribution', 'privatisation']",1,"privatiser l'énergie, la distribution de l'eau.",les privatisations
a724,"a52,a52,a442,a442,a572,a572,a724,a724,a905,a905,a1244,a1244,a1705,a1705,a1727,a1727,a1859,a1859,a1946,a1946,a2099,a2099,a2761,a2761,a3069,a3069,a3134,a3134,a3507,a3507,a3707,a3707,a3993,a3993,a4475,a4475,a4488,a4488,a4503,a4503",allocations familiales,"['nationalité française', 'nationalité', 'parent', 'étranger', 'salaire']",1,"a donner seulement aux parents qui ont de petits salaires, refuser des les donner aux étrangers qui n'ont pas la nationalité française",allocations familiales
a725,,les élus,"['citoyen', 'salaire', 'dépense', 'contrôle', 'élu', 'député', 'sénateur']",1,"salaires des députés, sénateurs, technocrates revus et contrôles des dépenses sur justificatifs consultables pour tous citoyens",les élus
a726,"a548,a548,a726,a726,a938,a938,a1092,a1092,a1576,a1576,a1649,a1649,a2307,a2307,a2500,a2500,a2558,a2558,a2867,a2867,a3502,a3502,a3519,a3519,a3569,a3569,a4220,a4220,a4490,a4490",les transports,"['transport', 'augmentation', 'autoroute']",1,"ne plus privatiser les autoroutes,augmentation de 20% depuis 2019,l'état doit reprendre la main.",les transports
a727,"a51,a51,a157,a157,a477,a477,a522,a522,a523,a523,a727,a727,a770,a770,a798,a798,a948,a948,a950,a950,a955,a955,a987,a987,a990,a990,a1257,a1257,a1429,a1429,a1650,a1650,a1715,a1715,a1718,a1718,a1868,a1868,a1899,a1899,a2152,a2152,a2224,a2224,a2317,a2317,a2504,a2504,a2790,a2790,a2804,a2804,a3651,a3651,a3683,a3683,a4003,a4003,a4029,a4029,a4033,a4033,a4097,a4097,a4177,a4177,a4456,a4456,a4524,a4524",l'état,"['lois', 'institution']",1,"inventaire des institutions de l'état, revoir tous les codes civil .... dépoussiérer pour alléger des lois devenues caduques",l'état
a728,"a728,a728,a785,a785,a1416,a1416,a1701,a1701,a1781,a1781,a1831,a1831,a2418,a2418,a2625,a2625,a2862,a2862,a3043,a3043,a3106,a3106,a3933,a3933,a4294,a4294",suppression,"['suppression', 'poste', 'salaire']",1,supprimer à tous les chargés d'état (diplomates ....) les salaires à ceux qui n'ont pas de poste disponible,suppression
a729,"a629,a629,a1031,a1031,a1185,a1185,a3288,a3288,a3354,a3354,a3476,a3476,a4141,a4141,a4528,a4528",les élus,"['argent', 'impôt', 'élu', 'citoyen', 'interdiction']",1,interdiction des prêts à taux 0 % aux élus sur l'argent de l'impôt du citoyen,les élus
a730,"a180,a180,a730,a730,a746,a746,a851,a851,a1002,a1002,a1145,a1145,a1449,a1449,a1858,a1858,a1903,a1903,a1932,a1932,a1961,a1961,a3440,a3440,a4340,a4340,a4373,a4373",les retraites,"['indexation des retraites', 'retraite', 'indexation', 'cout']",1,indexation des retraites sur le cout de la vie,les retraites
a731,,retraite agricole,[],1,à revaloriser à 1200€,retraite agricole
a732,,sante,[],1,relancer les dispensaires.,sante
a733,"a24,a24,a106,a106,a699,a699,a733,a733,a909,a909,a1617,a1617,a1837,a1837,a1906,a1906,a2374,a2374,a2393,a2393,a2635,a2635,a2636,a2636,a3336,a3336,a3426,a3426,a3813,a3813,a4031,a4031,a4362,a4362","l'absence de protection de la dénomination ""tacos""",['protection'],1,"interdire aux fastfoods appelant ""tacos"" des galettes fourré de kebab, en ""kebab-galette"", pour respecter l’appellation hélas non contrôlé du célèbre plat mexicain.","l'absence de protection de la dénomination ""tacos"""
a734,"a638,a638,a734,a734,a761,a761,a783,a783,a890,a890,a1301,a1301,a1826,a1826,a1993,a1993,a2227,a2227,a2230,a2230,a2273,a2273,a2536,a2536,a2609,a2609,a2754,a2754,a2845,a2845,a2978,a2978,a3810,a3810,a3914,a3914,a4022,a4022,a4240,a4240,a4461,a4461,a4466,a4466",énergie du foyer trop chère,"['foyer', 'énergie', 'isolation', 'financement']",1,"je propose de lancer un grand plan de financement par les grands fournisseurs d'énergie edf engie, et la concurrence pour l'isolation des foyers des particuliers (dans leur ensemble) sans condition de ressources.",énergie du foyer trop chère
a735,"a84,a84,a247,a247,a494,a494,a504,a504,a527,a527,a556,a556,a735,a735,a757,a757,a806,a806,a817,a817,a907,a907,a926,a926,a928,a928,a1032,a1032,a1549,a1549,a1681,a1681,a1793,a1793,a2040,a2040,a2169,a2169,a2176,a2176,a2186,a2186,a2513,a2513,a2692,a2692,a2974,a2974,a3022,a3022,a3044,a3044,a3079,a3079,a3086,a3086,a3171,a3171,a3234,a3234,a3454,a3454,a3534,a3534,a3573,a3573,a3576,a3576,a3674,a3674,a3715,a3715,a3761,a3761,a3931,a3931,a4003,a4003,a4023,a4023,a4113,a4113,a4117,a4117,a4164,a4164,a4255,a4255",l'itinéraire des gilets jaunes de bordeaux.,"['place', 'gilets jaunes']",1,occuper massivement la place de la comédie de bordeaux le samedi 26 janvier.,l'itinéraire des gilets jaunes de bordeaux.
a736,"a233,a233,a736,a736,a1184,a1184,a1759,a1759,a1947,a1947,a2322,a2322,a2701,a2701,a3209,a3209,a3482,a3482,a4519,a4519",fiscalité,"['pme', 'fiscalité', 'entreprises de le cac 40', 'entreprise', 'tpe', 'grandes entreprises', 'cac 40']",1,taxer d'avantage les grandes entreprises du cac40 (et donc lutter contre les fraudes fiscales) et alléger la fiscalité des tpe/pme et micro entrepreneur (15%),fiscalité
a737,"a3,a3,a264,a264,a686,a686,a737,a737,a1465,a1465,a1532,a1532,a1929,a1929,a2046,a2046,a2297,a2297,a2638,a2638,a2983,a2983,a3420,a3420,a3474,a3474,a3569,a3569,a4065,a4065",parachutes dorées,"['société', 'personne']",1,interdire les parachutes dorées. surtout lorsque la personne qui en bénéficie quitte la société pour cause d'échec.,parachutes dorées
a738,"a233,a233,a273,a273,a738,a738,a824,a824,a825,a825,a829,a829,a864,a864,a865,a865,a885,a885,a949,a949,a1099,a1099,a1201,a1201,a1270,a1270,a1309,a1309,a1663,a1663,a1760,a1760,a1910,a1910,a1999,a1999,a2170,a2170,a2172,a2172,a2625,a2625,a3049,a3049,a3052,a3052,a3067,a3067,a3150,a3150,a3193,a3193,a3550,a3550,a3585,a3585,a3619,a3619,a3777,a3777,a3843,a3843,a3856,a3856,a4085,a4085,a4087,a4087,a4223,a4223,a4234,a4234,a4335,a4335,a4518,a4518",l'agriculture conventionnelle,"['agriculture', 'modèle']",1,transformation de notre modèle conventionnelle vers la permaculture,l'agriculture conventionnelle
a739,,travail,"['retraite', 'coût', 'salaire', 'travail', 'indexation', 'coût de la vie']",1,indexation des salaires (privé et public) et des retraites sur le coût de la vie.,travail
a740,,systeme electoral,[],1,vote blanc,systeme electoral
a741,"a86,a86,a570,a570,a741,a741,a1097,a1097,a1161,a1161,a1321,a1321,a1329,a1329,a1428,a1428,a1829,a1829,a2121,a2121,a2921,a2921,a2985,a2985,a3368,a3368,a3485,a3485,a3517,a3517,a3521,a3521,a3823,a3823,a4067,a4067,a4139,a4139,a4189,a4189,a4327,a4327",l'europe,"['europe', 'frexit', 'référendum']",1,référendum pour un frexit,l'europe
a742,"a45,a45,a331,a331,a445,a445,a742,a742,a1327,a1327,a1565,a1565,a1703,a1703,a1884,a1884,a1927,a1927,a2338,a2338,a2528,a2528,a2778,a2778,a3228,a3228,a3337,a3337,a3618,a3618,a3660,a3660,a3898,a3898,a3978,a3978,a4384,a4384,a4512,a4512",ame et autres aides aux migrants en situation irrégulière,"['situation irrégulière', 'dépense', 'budget', 'migrant', 'aide']",1,"supprimer toutes ces dépenses ( puisque le budget national, en déficit, ne le permet pas ! )",ame et autres aides aux migrants en situation irrégulière
a743,"a694,a694,a743,a743,a3282,a3282,a3538,a3538",les parlementaires,"['dépense', 'parlementaire', 'citoyen', 'assemblée']",1,"* le parlementaire doit publiquement rendre compte de ses dépenses « au centime près », les assemblées également. * un citoyen ou un groupe de citoyens peut interpeller un ou des parlementaires sur les dépenses engagées qui doit(vent) répondre.",les parlementaires
a744,"a744,a744,a1417,a1417,a1985,a1985,a2913,a2913,a3282,a3282,a3538,a3538",sénat,"['sénat', 'privilège', 'citoyen', 'assemblée']",1,"réduire à une assemblée de 100 membres au sénat, élus par les citoyens pour éviter le copinage. supprimer leurs privilèges qu'ils se sont octroyés depuis 1958, tout est expliqué dans le livre de vincent jauvert: sénat le paradis fiscal !",sénat
a745,"a632,a632,a745,a745,a1434,a1434,a3333,a3333,a3428,a3428,a3790,a3790,a3887,a3887,a4391,a4391",economie/pouvoir d'achat,"[""pouvoir d' achat"", 'pouvoir', 'cice', 'isf', 'évasion fiscale', ""retour de l' isf""]",1,"lutter contre l'évasion fiscale
fin du cice
retour de l'isf
durcissement de « l'exit tax »
la csg totalement déductible (ne plus payer deux fois)",economie/pouvoir d'achat
a746,"a730,a730,a746,a746,a851,a851,a1145,a1145,a1903,a1903,a1932,a1932,a1961,a1961,a2190,a2190,a3105,a3105,a4192,a4192",retraite en baisse,"['retraite', 'cout', 'baisse']",1,"que les retraites inférieures à 2,5 fois le smic soient indexées sur le cout de la vie pour permettre un rattrapage logique après touts ces années de blocage",retraite en baisse
a747,"a307,a307,a747,a747,a3210,a3210,a3601,a3601,a4249,a4249",les parlementaires,"['parlementaire', 'élection', 'cumul', 'mandat', 'sénateur']",1,"* élection des sénateurs au suffrage universel direct
* restriction drastique sur le cumul des mandats et des « présidences » diverses",les parlementaires
a748,,les fraudes sociales,[],1,vérifier les immatriculations sécurité sociale,les fraudes sociales
a749,"a749,a749,a1049,a1049,a1396,a1396,a1417,a1417,a1985,a1985,a4237,a4237,a4246,a4246",anciens présidents,"['anciens présidents', 'privilège', 'président']",1,supprimer ces privilèges,anciens présidents
a750,"a1098,a1098,a1451,a1451,a1628,a1628,a2126,a2126,a2675,a2675,a3559,a3559",depart a la retraite,"['retraite', 'travail']",1,durée du travail,depart a la retraite
a751,"a85,a85,a110,a110,a751,a751,a871,a871,a3457,a3457,a3762,a3762,a4432,a4432",les élus qui ne respectent pas leur programme politique,"['partie', 'droit', 'élu', 'référendum']",1,"créer un droit de révoquer un élu en cours de mandat, par référendum, sur demande d'une partie du corps électoral (2% des inscrits)",les élus qui ne respectent pas leur programme politique
a752,"a400,a400,a752,a752,a1311,a1311,a1562,a1562,a2072,a2072,a2111,a2111,a2171,a2171,a2315,a2315,a2490,a2490,a2824,a2824,a3363,a3363,a4131,a4131,a4256,a4256,a4314,a4314,a4467,a4467",les territoires non laiques,"['territoire', 'loi', 'application', 'république']",1,étendre le bénéfice de l'application de la loi de 1905 à tout le territoire de la république (abroger le concordat d'alsace-moselle et les divers statuts spécifiques en vigueur dans les outre-mer),les territoires non laiques
a753,"a47,a47,a244,a244,a753,a753,a928,a928,a939,a939,a944,a944,a1317,a1317,a1462,a1462,a1901,a1901,a2057,a2057,a2293,a2293,a2453,a2453,a2690,a2690,a2845,a2845,a2877,a2877,a3056,a3056,a3153,a3153,a3275,a3275,a3295,a3295,a3666,a3666,a3775,a3775,a3823,a3823,a3894,a3894,a3985,a3985,a4115,a4115,a4161,a4161,a4313,a4313,a4331,a4331,a4415,a4415",l'argent public qui finance les religions,"['argent public', 'argent', 'finance']",1,"refuser les financements publics pour la construction des édifices religieux, des activités cultuelles et des établissements confessionnels",l'argent public qui finance les religions
a754,"a539,a539,a560,a560,a639,a639,a694,a694,a713,a713,a754,a754,a1133,a1133,a1200,a1200,a1345,a1345,a1447,a1447,a1629,a1629,a1674,a1674,a1691,a1691,a1732,a1732,a1751,a1751,a1796,a1796,a1870,a1870,a1920,a1920,a2096,a2096,a2246,a2246,a2959,a2959,a3103,a3103,a3399,a3399,a3459,a3459,a3534,a3534,a3667,a3667,a3742,a3742,a3769,a3769,a3802,a3802,a3968,a3968,a4076,a4076,a4150,a4150,a4387,a4387,a4388,a4388",l'influence des lobbies sur les décisions politiques,"['parlementaire', 'parlement']",1,interdire l'entrée des lobbistes dans l'enceinte du parlement et les cadeaux fait aux parlementaires,l'influence des lobbies sur les décisions politiques
a755,"a38,a38,a51,a51,a682,a682,a755,a755,a918,a918,a926,a926,a1446,a1446,a2872,a2872,a2895,a2895,a3070,a3070,a3816,a3816,a3818,a3818,a3866,a3866,a4022,a4022,a4029,a4029,a4526,a4526",le patriarcat dans la société,"['société', 'égalité', 'institution', 'femme']",1,"imposer l'égalité de conditions entre les femmes et les hommes dans les institutions politiques, administratives, économiques, syndicales et associatives",le patriarcat dans la société
a756,"a200,a200,a547,a547,a716,a716,a756,a756,a823,a823,a897,a897,a1269,a1269,a1389,a1389,a1545,a1545,a1685,a1685,a2149,a2149,a2330,a2330,a2425,a2425,a2427,a2427,a2440,a2440,a2862,a2862,a3063,a3063,a3106,a3106,a3136,a3136,a3417,a3417,a3730,a3730,a3777,a3777,a4099,a4099,a4225,a4225,a4464,a4464,a4541,a4541",la corruption,"['représentant', 'corruption']",1,appliquer les recommandations d'anticor et de transparency international visant à empécher la corruption et à rapprocher les représentants des représentés,la corruption
a757,"a247,a247,a494,a494,a556,a556,a585,a585,a735,a735,a757,a757,a907,a907,a928,a928,a1363,a1363,a1530,a1530,a1549,a1549,a2040,a2040,a2405,a2405,a2522,a2522,a2692,a2692,a3022,a3022,a3086,a3086,a3108,a3108,a3674,a3674,a3987,a3987,a4023,a4023,a4117,a4117,a4164,a4164,a4430,a4430",représentation politique,"['élection', 'gilets jaunes', 'représentation']",1,les gilets jaunes ne doivent pas se présenter aux élections européennes pour rester un mouvement efficace,représentation politique
a758,"a145,a145,a199,a199,a217,a217,a258,a258,a360,a360,a758,a758,a943,a943,a1042,a1042,a1149,a1149,a1311,a1311,a1925,a1925,a2868,a2868,a2946,a2946,a3120,a3120,a3219,a3219,a3340,a3340,a3484,a3484,a3690,a3690,a3719,a3719,a3747,a3747,a4000,a4000,a4126,a4126,a4131,a4131,a4256,a4256",les injustices pénales,"['gouvernement', 'justice', 'république']",1,supprimer la cour de justice de la république et soumettre les membres du gouvernement à la justice ordinaire,les injustices pénales
a759,"a91,a91,a136,a136,a651,a651,a759,a759,a1087,a1087,a1506,a1506,a1922,a1922,a2541,a2541,a2747,a2747,a3400,a3400,a3419,a3419,a3584,a3584,a4035,a4035,a4252,a4252,a4258,a4258",cese,['suppression'],1,suppression du cese,cese
a760,"a457,a457,a459,a459,a760,a760,a818,a818,a957,a957,a1256,a1256,a1689,a1689,a1949,a1949,a2080,a2080,a2147,a2147,a2164,a2164,a2679,a2679,a2772,a2772,a2981,a2981,a3060,a3060,a3428,a3428,a3530,a3530,a3583,a3583,a3680,a3680,a3976,a3976,a4376,a4376,a4483,a4483",les médias appartenant aux riches qui bourrent le crane des gens,"['intérêt', 'salarié', 'riche', 'loi', 'média']",1,"adopter une loi anti-concentration des médias, protégeant le secteur des intérêts financiers, favorisant la transformation des médias en coopératives de salariés et de lecteurs/auditeurs/téléspectateurs et attribuer des fréquences aux médias locaux et associatifs",les médias appartenant aux riches qui bourrent le crane des gens
a761,"a372,a372,a734,a734,a761,a761,a1296,a1296,a1302,a1302,a1830,a1830,a1913,a1913,a2206,a2206,a2306,a2306,a2321,a2321,a2371,a2371,a2618,a2618,a2746,a2746,a2769,a2769,a2845,a2845,a2861,a2861,a2943,a2943,a3027,a3027,a3306,a3306,a3409,a3409,a3724,a3724,a3775,a3775,a3812,a3812,a3829,a3829,a4101,a4101,a4199,a4199,a4240,a4240,a4360,a4360,a4421,a4421,a4505,a4505,a4518,a4518",le financement de la formation professionnelle,"['financement', 'étude']",1,permettre aux gens qui souhaitent se former d'accéder aux études sans attendre des années comme c'est le cas dans les demandes de cif cdi (moyenne d'attente 6 ans),le financement de la formation professionnelle
a762,"a302,a302,a681,a681,a762,a762,a1020,a1020,a1819,a1819,a2202,a2202,a2557,a2557,a2671,a2671,a2681,a2681,a3002,a3002,a3806,a3806,a4376,a4376,a4520,a4520",mondialisation à outrance,"['maire', 'conséquence', 'politique', 'ministre', 'referendum', 'association', 'député', 'sénateur']",1,"les politiques, maires, députés, sénateurs, ministres, syndicalistes et associations s'expriment clairement sur la mondialisation. si oui, si non, conséquences et mesures ? suivi referendum.",mondialisation à outrance
a763,"a763,a763,a1340,a1340,a1778,a1778,a1817,a1817,a2009,a2009,a3631,a3631,a3750,a3750",transition énergétique,"['transition énergétique', 'citoyen', 'chauffage', 'transition', 'revenu', 'véhicule', 'aide']",1,"généraliser les aides à la transition énergétique (chauffage individuel, renouvellement des véhicules, ...) à tous les citoyens français sans aucune conditions de revenus",transition énergétique
a764,,le pouvoir d'achat des retraités,"['retraite', 'inflation', 'produit', ""pouvoir d' achat"", 'pouvoir', 'hausse', 'produits de luxe', 'luxe', 'tva']",1,"indexé de nouveau les retraites à l'inflation 
hausse tva produits de luxe",le pouvoir d'achat des retraités
a765,"a629,a629,a698,a698,a765,a765,a1031,a1031,a1185,a1185,a1299,a1299,a1314,a1314,a1437,a1437,a1511,a1511,a1695,a1695,a1810,a1810,a2124,a2124,a2496,a2496,a2599,a2599,a2665,a2665,a3082,a3082,a3288,a3288,a3354,a3354,a3386,a3386,a3421,a3421,a3476,a3476,a4014,a4014,a4141,a4141,a4208,a4208,a4366,a4366,a4413,a4413,a4474,a4474,a4528,a4528",le système bancaire,"['interdiction', 'système']",1,interdiction du fichier banque de france,le système bancaire
a766,,ecologie,[],1,la location de nos toit à l edf pour installer des panneaux solaire.,ecologie
a767,"a552,a552,a624,a624,a767,a767,a2056,a2056,a4016,a4016",tva,"['tva sur les produits', 'produits de première nécessité', 'produit', 'tva']",1,supprimer la tva sur les produits de première nécessité,tva
a768,"a768,a768,a1015,a1015,a2431,a2431,a2613,a2613,a2940,a2940,a2948,a2948,a3503,a3503,a3656,a3656",taxes,['taxe'],1,faire baisser les taxes,taxes
a769,,le train de vie de l'état,"['président', 'sécurité sociale', 'emploi', 'anciens présidents', 'train de vie', 'train', 'revenu', 'ministre', 'état', 'parlementaire', 'privilège', 'sénat']",1,"supprimer les cumuls d'emplois des parlementaires surtout leurs revenus plus tous leurs privilèges,arrêter de payer les anciens présidents et ministres ,contrôler plus sérieusement les arnaques a la sécurité sociale (14 milliards) .supprimer le sénat ont se demande a quoi ils servent.",le train de vie de l'état
a770,"a40,a40,a117,a117,a214,a214,a477,a477,a727,a727,a770,a770,a798,a798,a948,a948,a955,a955,a1032,a1032,a1362,a1362,a1512,a1512,a1583,a1583,a1715,a1715,a1868,a1868,a2101,a2101,a2309,a2309,a2317,a2317,a2318,a2318,a2408,a2408,a2504,a2504,a2544,a2544,a2576,a2576,a2683,a2683,a2731,a2731,a2810,a2810,a2885,a2885,a3683,a3683,a3761,a3761,a4003,a4003,a4072,a4072,a4189,a4189,a4447,a4447,a4521,a4521",fraude fiscale environ 100 milliards d'euros,"['100 milliards', 'fraude fiscale', 'lois']",1,"trouver des moyens supplémentaires pour redresser les tricheurs et éviter les fuites de capitaux.
modifier les lois pour stopper les systèmes de défiscalisation.",fraude fiscale environ 100 milliards d'euros
a771,"a120,a120,a619,a619,a771,a771,a790,a790,a1565,a1565,a2064,a2064,a2291,a2291,a2396,a2396,a2412,a2412,a2542,a2542,a3284,a3284,a3932,a3932,a4013,a4013,a4043,a4043,a4044,a4044,a4265,a4265,a4310,a4310,a4317,a4317,a4384,a4384",immigration par la mer,"['bateaux', 'immigration', 'immigré']",1,"mettre en place un barrage de navires armés et bloquer touts les passages par la mer de bateaux transporteurs d'immigrés clandestins. les couler, si nécessaire.",immigration par la mer
a772,"a256,a256,a524,a524,a544,a544,a772,a772,a891,a891,a1121,a1121,a2653,a2653,a3407,a3407,a3731,a3731,a3748,a3748,a4476,a4476",nos droits sociaux actuel,['adulte handicapé'],1,ne plus tenir compte des ressources du couple pour pouvoir recevoir une alocation adulte handicapé convenable..,nos droits sociaux actuel
a773,"a148,a148,a1419,a1419,a1427,a1427,a3817,a3817,a4347,a4347",coût de fonctionnement de l état,"['salaire', 'diminution', 'parlementaire', 'député', 'coût']",1,"diminution du nombre de parlementaires (députés et sénateur)
diminution du salaire de ces dit parlementaires",coût de fonctionnement de l état
a774,"a69,a69,a184,a184,a774,a774,a992,a992,a1432,a1432,a2000,a2000,a2280,a2280,a3217,a3217,a3417,a3417",ric,"[""référendum d' initiative citoyenne"", 'initiative', 'initiative citoyenne', 'référendum', 'pays', 'création']",1,création d'un référendum d'initiative citoyenne pour les grands débats et orientations politiques de notre pays sans revenir sur la peine de mort ou de l'ivg.,ric
a775,"a116,a116,a148,a148,a775,a775,a2649,a2649,a3091,a3091,a3119,a3119,a3127,a3127,a3547,a3547",le blocage des retraites,"['coût de la vie', 'csg', 'retraite', 'indexer les retraites', 'coût']",1,"indexer les retraites sur le coût de la vie, supprimer la csg sur les retraites",le blocage des retraites
a776,"a116,a116,a148,a148,a776,a776,a777,a777,a2604,a2604,a2649,a2649,a3091,a3091,a3119,a3119,a3547,a3547,a3869,a3869,a4251,a4251",pensions de retraite,"['coût de la vie', 'pension', 'retraite', 'revalorisation', 'coût']",1,"un revalorisation , par rapport au coût de la vie .",pensions de retraite
a777,"a116,a116,a148,a148,a776,a776,a777,a777,a2604,a2604,a2649,a2649,a3091,a3091,a3119,a3119,a3547,a3547,a3869,a3869,a4251,a4251",pensions de retraite,"['coût de la vie', 'pension', 'retraite', 'revalorisation', 'coût']",1,"un revalorisation , par rapport au coût de la vie .",pensions de retraite
a778,"a51,a51,a385,a385,a530,a530,a778,a778,a1607,a1607,a4310,a4310",justice,"['justice', 'santé', 'travail', 'intégration', 'école', 'institution']",1,"lutte contre la petite délinquance:  éclatement des cités à trop forte densité ethnique, ré-attribution contrôlée pour permettre une meilleure intégration dans les institutions ( école, santé,service sociaux, travail.....)",justice
a779,,taxes,"['taxe', 'suppression', 'logement', 'santé', 'baisse', 'revenu']",1,suppression de la taxe foncière pour les personnes qui ont une baisse notable de leur revenus et ont encore un crédit à supporter (éviter aux personnes de vendre leur logement en cas de problème de santé notamment),taxes
a780,"a780,a780,a3333,a3333,a3790,a3790",injustice fiscale,"['argent', 'cice', 'taxation', 'entreprise', 'isf', 'grandes entreprises', ""retour de l' isf"", 'injustice', 'injustice fiscale']",1,"où trouver l'argent :
retour de l'isf, cice grandes entreprises, taxation des gafas et autres grandes entreprises
nichés fiscales , ėvasion fiscale",injustice fiscale
