@node: #id_pdg,%+voisins,cause,label,type,shape,content
a764,,le pouvoir d'achat des retraités,le pouvoir d'achat des retraités,1,square,"indexé de nouveau les retraites à l'inflation 
hausse tva produits de luxe"
a765,"a765,a765,a2164,a2164,a2464,a2464,a2855,a2855,a2864,a2864,a3522,a3522,a4347,a4347",le système bancaire,le système bancaire,1,square,interdiction du fichier banque de france
a766,"a766,a766,a1551,a1551,a2963,a2963,a3591,a3591",ecologie,ecologie,1,square,la location de nos toit à l edf pour installer des panneaux solaire.
a767,"a3003,a3003",tva,tva,1,square,supprimer la tva sur les produits de première nécessité
a768,"a768,a768",taxes,taxes,1,square,faire baisser les taxes
a769,"a769,a769",le train de vie de l'état,le train de vie de l'état,1,square,"supprimer les cumuls d'emplois des parlementaires surtout leurs revenus plus tous leurs privilèges,arrêter de payer les anciens présidents et ministres ,contrôler plus sérieusement les arnaques a la sécurité sociale (14 milliards) .supprimer le sénat ont se demande a quoi ils servent."
a770,"a658,a658,a770,a770",fraude fiscale environ 100 milliards d'euros,fraude fiscale environ 100 milliards d'euros,1,square,"trouver des moyens supplémentaires pour redresser les tricheurs et éviter les fuites de capitaux.
modifier les lois pour stopper les systèmes de défiscalisation."
a771,"a771,a771",immigration par la mer,immigration par la mer,1,square,"mettre en place un barrage de navires armés et bloquer touts les passages par la mer de bateaux transporteurs d'immigrés clandestins. les couler, si nécessaire."
a772,"a772,a772,a2653,a2653",nos droits sociaux actuel,nos droits sociaux actuel,1,square,ne plus tenir compte des ressources du couple pour pouvoir recevoir une alocation adulte handicapé convenable..
a773,,coût de fonctionnement de l état,coût de fonctionnement de l état,1,square,"diminution du nombre de parlementaires (députés et sénateur)
diminution du salaire de ces dit parlementaires"
a774,"a488,a488,a774,a774,a2449,a2449",ric,ric,1,square,création d'un référendum d'initiative citoyenne pour les grands débats et orientations politiques de notre pays sans revenir sur la peine de mort ou de l'ivg.
a775,"a775,a775,a1024,a1024,a2919,a2919",le blocage des retraites,le blocage des retraites,1,square,"indexer les retraites sur le coût de la vie, supprimer la csg sur les retraites"
a776,,pensions de retraite,pensions de retraite,1,square,"un revalorisation , par rapport au coût de la vie ."
a777,,pensions de retraite,pensions de retraite,1,square,"un revalorisation , par rapport au coût de la vie ."
a778,"a778,a778,a1450,a1450",justice,justice,1,square,"lutte contre la petite délinquance:  éclatement des cités à trop forte densité ethnique, ré-attribution contrôlée pour permettre une meilleure intégration dans les institutions ( école, santé,service sociaux, travail.....)"
a779,"a779,a779,a892,a892",taxes,taxes,1,square,suppression de la taxe foncière pour les personnes qui ont une baisse notable de leur revenus et ont encore un crédit à supporter (éviter aux personnes de vendre leur logement en cas de problème de santé notamment)
a780,"a780,a780,a781,a781",injustice fiscale,injustice fiscale,1,square,"où trouver l'argent :
retour de l'isf, cice grandes entreprises, taxation des gafas et autres grandes entreprises
nichés fiscales , ėvasion fiscale"
a781,"a780,a780,a781,a781",injustice fiscale,injustice fiscale,1,square,"où trouver l'argent :
retour de l'isf, cice grandes entreprises, taxation des gafas et autres grandes entreprises
niches fiscales , ėvasion fiscale"
a782,"a782,a782",le laxisme de la justice,le laxisme de la justice,1,square,"faire en sorte que la loi soit respectée en france , que les zones de non droit disparaisse , que les peines soient appliquées"
a783,"a783,a783,a4191,a4191",hausse csg retraités,hausse csg retraités,1,square,annulation de la hausse csg pour les retraités au moins jusqu'å  5000 euros par foyer ou 2500 euros personne seule
a784,"a656,a656,a784,a784,a3837,a3837",retraite,retraite,1,square,des 60 ans et progressivement proposer a ceux qui souhaitent de reduire leur temps de travail en parrainant un jeune en apprentissage
a785,"a785,a785,a4301,a4301",documents administratifs,documents administratifs,1,square,"la possibilite de remplir les demandes,dans une poste,aux impots a la mairie,sur internet."
a786,"a8,a8,a154,a154,a543,a543,a786,a786,a1231,a1231,a1519,a1519,a1632,a1632,a1965,a1965",smic trop bas,smic trop bas,1,square,augmentation du smic à 1800 euros minimum
a787,"a787,a787",administration,administration,1,square,"plus de décentralisation pour nos pouvoirs publics avec ric régional.
plus de personnel spécialisé et moins de personnel administratif dans les services publiques
regroupement de toutes les caisses de retraite en 2 organismes privé , public  carsat et cnav; fusion des prélèvements complémentaires"
a788,"a788,a788",la perversité du chef de l' état,la perversité du chef de l' état,1,square,instaurer un contrôle par un collége d'experts psychiatres qui aurait le pouvoir de  suspendre le président de ses fonctions  en cas de troubles psycho pathiques de personnalité
a789,"a789,a789,a793,a793,a1031,a1031,a1452,a1452,a1685,a1685,a3575,a3575,a3800,a3800",les administrations communales,les administrations communales,1,square,"privatiser entièrement les services communaux, avec transparence des attributions de marché et peines d'emprisonnement incompressibles pour les corrompus et les corrupteurs"
a790,"a790,a790,a2229,a2229,a3993,a3993,a4427,a4427",la marine nationale,la marine nationale,1,square,vendre tous nos bateaux et virer tous les pompons et autres galonnés. le temps de l'empire et des colonies est terminé
a791,"a791,a791",pouvoir d'achat,pouvoir d'achat,1,square,baisse de la tva sur les produits de première nécessité. le référendum  (ric).augmentation rsa pour les plus pauvre.
a792,"a637,a637,a792,a792,a807,a807,a2553,a2553,a2779,a2779,a3421,a3421,a3873,a3873,a3932,a3932",les accords internationaux,les accords internationaux,1,square,remettre systématiquement en question tous les accords
a793,"a723,a723,a789,a789,a793,a793,a1257,a1257,a1452,a1452,a3285,a3285,a3512,a3512,a3575,a3575,a3941,a3941,a4220,a4220",la sncf et la ratp,la sncf et la ratp,1,square,privatiser entièrement ces deux entreprises et leur monopole
a794,"a794,a794,a2162,a2162",les domaines publics,les domaines publics,1,square,vendre le patrimoine de l'état
a795,"a795,a795",les douanes,les douanes,1,square,supprimer les douanes
a796,"a796,a796",les écarts de revenus,les écarts de revenus,1,square,"limiter de 1 à 20 fois le scmic, revenus du patrimoine et du travail confondus (écrêtements par l'impôt au-delà).
point-barre.
parce qu'aucune vie ne vaut 25 fois plus qu'une autre."
a797,"a797,a797,a4438,a4438",environnement écologie,environnement écologie,1,square,"favoriser la création d'emploi pour l'environnement, favoriser le développement de formation en matière d'écologie et aussi faire beaucoup plus de prévention information"
a798,"a798,a798",logement,logement,1,square,changer les lois qui interdisent de pouvoir vivre sur un terrain de loisir ou non constructible dans un chalet ou un mobil-home sans risquer d'être expulsé et se retrouve à dormir dans la rue
a799,"a799,a799,a2215,a2215,a2875,a2875,a3143,a3143",union européenne,union européenne,1,square,"définir le périmètre européen, une bonne fois pour toutes ! la turquie n’est pas européenne. mais ne pas la négliger : toute la coopération, mais rien que la coopération, ponctuelle, au coup par coup."
a800,"a800,a800",manque de logement dans les grandes villes,manque de logement dans les grandes villes,1,square,limiter le nombre de logement rbnb et construire des logements
a801,"a801,a801",impôts,impôts,1,square,"faire comme les américains , faire payer aux ressortissants français à l'étranger le différentiel d'impôts s'ils sont dans un pays où ils en payent moins."
a802,"a802,a802,a2053,a2053",ecologie et génétique,ecologie et génétique,1,square,l'arrêt immédiat de toutes les recherches sur les embryons et leurs interdictions
a803,"a651,a651,a803,a803,a1719,a1719,a2603,a2603,a3395,a3395,a4017,a4017",l'ena,l'ena,1,square,fermer cette école  d'ailleurs mal gérée ce qui augure mal du futur de la france ou supprimer son monopole
a804,"a173,a173,a804,a804,a4038,a4038",loyers  trop chers,loyers  trop chers,1,square,"limiter les tarifs en fonctions de la,superficie."
a805,,avantages des élus,avantages des élus,1,square,"supprimer tous les avantages, réduire leur salaire, ne pas faire de la politique un métier mais un service pour la nation pour une période donnée."
a806,"a806,a806,a4434,a4434",liste jaune européenne,liste jaune européenne,1,square,je suis pour... mais l'annonce a été trop précoce.. il aurait fallut mettre la page coordination en place avant.
a807,"a792,a792,a807,a807,a1802,a1802",assurance,assurance,1,square,obliger les assureurs à verser systématiquement dès le constat d’une catastrophe naturelle une provision sur travaux et une indemnité relogement
a808,"a808,a808,a1144,a1144,a2285,a2285,a2889,a2889,a3389,a3389,a3935,a3935",budget de l'état,budget de l'état,1,square,cessation de subventions aux entreprises qui délocalisent ou sous conditions valables judiciairement et contraignantes
a809,"a809,a809,a860,a860",état,état,1,square,"interdire le recours à des cabinets privés, conseils en stratégie ou peu importe leur qualité pour la réorganisation de services de l’etat ou pour un audit."
a810,"a810,a810,a1379,a1379",election,election,1,square,"les citoyens doivent figurer  aux européennes.pour moitié,afin d'exposer la voix du peuple.réduction des salaires, réduction des pouvoirs ."
a811,"a753,a753,a811,a811,a1914,a1914,a2689,a2689,a3469,a3469",immigration,immigration,1,square,confisquer par la saisie pénale les biens des personnes ou des associations cultuelles qui ne respectent pas la laïcité.
a812,"a812,a812,a1682,a1682,a3444,a3444",hôpital,hôpital,1,square,supprimer les fonctionnaires avec des tâches administratives dans les hôpitaux et augmenter l'informatisation
a813,"a813,a813,a3861,a3861",election,election,1,square,"assemblée citoyenne sur toutes les propositions de loi, dans les mairies conseil départementaux."
a814,"a814,a814,a1722,a1722,a3340,a3340,a3997,a3997",le fait que les violeurs libérés aient le droit d’habiter à côté de leurs victimes,le fait que les violeurs libérés aient le droit d’habiter à côté de leurs victimes,1,square,"une fois la peine purgée des violeurs, qu’il leur soit interdit d’habiter à moins de 100km de leur victime."
a815,"a815,a815,a1726,a1726",aides financières aux pays africains,aides financières aux pays africains,1,square,"conditionner les aides financières versées aux pays africains et autres à la lutte contre l’immigration et au mieux vivre de leurs ressortissants.
la france doit aider l’afrique à se passer d’aides."
a816,"a816,a816",- l'exploitation de la mer,- l'exploitation de la mer,1,square,"l'exploitation de la mer doit être régulée (pas d'aquaculture avec espaces réduits pour poissons et nourriture infâme et médicaments à outrance, pas de pêche qui détruit la faune marine à outrance....)."
a817,"a817,a817,a1713,a1713",les journalistes,les journalistes,1,square,"de supprimer l'exonération concernant l'imôt sur les revenus.
limiter leurs revenus. qu'ils soeint indépendants des gouvernements en place. qu'ils arrêtent avec leur politique bobo (pro migrants, pro délinquants, pro avocats)."
a818,"a818,a818",impots,impots,1,square,"réfomer les impots, sans remettre d'isf (on a besoin de riches) : supprimer la notion de foyer fiscal, impot payé à titre individuel, fin des parts, intégration de tous les revenus même sociaux"
a819,"a819,a819,a2895,a2895",la tva,la tva,1,square,"aligner tous les produits de consommation courante (habillement, nourriture, produits de puériculture, etc) sur un seul taux de tva unique 5 % par exemple et tous les autres produits dits de luxe à 25 % voire +"
a820,"a206,a206,a325,a325,a820,a820,a1330,a1330,a1748,a1748,a3180,a3180,a4113,a4113",insee,insee,1,square,"etablir des statistiques ethniques.
ne pas cacher les chiffres de la délinquance de l'immigration"
a821,"a821,a821,a2224,a2224,a3250,a3250",justice,justice,1,square,"que les politiques soient des justiciables comme les autres, y compris le président"
a822,"a243,a243,a822,a822,a1456,a1456,a1630,a1630,a3609,a3609,a4469,a4469",retrait de point,retrait de point,1,square,permis de conduire a 18 points
a823,"a823,a823",démocratie représentative,démocratie représentative,1,square,"-renforcer la participation du peuple à la prise de décisions sociétales,sociales,environnementales etc...suite à cette crise de la démocratie représentative.nos représentants sont très loin de la réalité quotidienne que vivent les citoyens.
-redonner un sens au mot citoyen"
a824,"a824,a824",la ve république,la ve république,1,square,"de garder la démocratie représentative pour la gestion des affaires courantes et la représentation. en  parallèle une démocratie directe, sur le même modèle que la justice. des experts exposent des orientations possibles, confrontent leurs points de vue, puis la population tranche par le vote."
a825,"a825,a825",nombre de députés,nombre de députés,1,square,"""par une réforme constitutionnelle, on diminue le nombre de députés à l'assemblée nationale, on supprime le sénat et le conseil économique, social et environnemental, pour créer une assemblée des territoires, sur le modèle du bundesrat allemand"""
a826,"a826,a826,a1548,a1548",sénat.,sénat.,1,square,"le sénat est une chambre a l’utilité discutable mais au coût certain. les sénat.le taux d’absentéisme record montre le peu d’intérêt que les sénateurs eux-même portent a leur fonction, sans pour autant renoncer a leurs privilèges et indemnités"
a827,"a827,a827,a2674,a2674",dépense publique,dépense publique,1,square,"réduire le nombre d'élus et de collectivités locales... mairies, communautés de communes, pays, cantons, départements, régions... a chaque fois des élus, du personnel et un palais!"
a828,"a828,a828,a837,a837,a1220,a1220",la spéculation,la spéculation,1,square,considérer la spéculation comme un délit. pas l'investissement réglementé. interdiction de vendre des parts d'une entreprise durant 1 ans à partir de la date d'achat.
a829,"a829,a829,a4541,a4541",transparence,transparence,1,square,prendre modèle sur certains pays du nord... les dépenses des élus sont publiées et analysées par les journaliste tous les mois! les députés mangent à la cantine...
a830,"a830,a830,a1812,a1812,a3072,a3072,a3479,a3479",fonctionnaires,fonctionnaires,1,square,supprimer 500000 fonctionnaires dans collectivités locales et ministres de la culture des sports et les agences administratives ou autorités indépendantes
a831,"a831,a831,a3738,a3738,a4251,a4251",le pouvoir d'achat,le pouvoir d'achat,1,square,"problème: salaire trop bas.
solution:    augmentation des salaires de 1500€ à 1700€ net de 200€ net"
a832,"a832,a832,a1648,a1648",les bulles spéculatives,les bulles spéculatives,1,square,"aller vers une économie de l'investissement (""j'ai des l'argent donc j'investi"" plutôt que ""je n'ai pas d'argent donc j'endette quelqu'un en faisant un pari sur son avenir"") ; notre économie étant principalement basée sur l'endettement via les banques qui prêtent l'argent qu'elles n'ont pas."
a833,"a833,a833,a1069,a1069",la dette,la dette,1,square,annulation ou réduction significative de la dette. avec interdiction de contracter une nouvelle dette. nous payons prêt de 50 milliards d'interet chaque année!!! cet argent doit revenir aux français et non aux banques
a834,"a221,a221,a834,a834,a2004,a2004,a2510,a2510,a3744,a3744,a4445,a4445",l'énergie nucléaire,l'énergie nucléaire,1,square,"développer les énergies renouvelables, et organiser le démantèlement des centrales nucléaires, avant qu'un des 58 réacteurs nous échappe. (respect de la loi de 2015)"
a835,"a835,a835",la vie chère,la vie chère,1,square,"tarifs de l'eau et de l'énergie (électricité, gaz, fioul, bois,...) modulés selon la consommation: tarif moins élevé jusqu'à un certain volume (= volume de base nécessaire pour vivre)"
a836,"a44,a44,a836,a836,a1951,a1951",députés,députés,1,square,limiter le salaire net dune deputé à 1600€ soit le salaire médian des français car 5700€ est net de cotisations sociales et de frais professionnels
a837,"a218,a218,a698,a698,a828,a828,a837,a837,a1127,a1127,a1220,a1220,a3544,a3544,a3718,a3718,a4115,a4115,a4225,a4225,a4404,a4404",taxation de la spéculation,taxation de la spéculation,1,square,instaurer une taxe très dissuasive sur la spéculation boursiere
a838,,csg,csg,1,square,supprimer la csg sur les retraites car je ne comprends pas que certains elus se refusent a payer de la csg et que les retraites devraient en payer
a839,"a839,a839,a2335,a2335,a2894,a2894,a2962,a2962,a3190,a3190,a4482,a4482",la vie chère,la vie chère,1,square,baisse de la tva sur le contrôle technique automobile
a840,"a840,a840,a2067,a2067,a2850,a2850,a4247,a4247",chomage,chomage,1,square,réduire le chômage a 1 an
a841,"a841,a841,a2965,a2965,a3464,a3464,a4345,a4345",education,education,1,square,"les enfants ne s'intéressent plus a la lecture mais les élèves n'ont plus de livres de lecture en cp, ce1on leur donne des polycopies comment voulez vous les intéresser a la lecture les manuels sont indispensables"
a842,"a842,a842,a2784,a2784",dividendes,dividendes,1,square,"au lieu de linterressement,
obliger les entreprises à répartir 20% des dividendes aux employés 
une baisse du taux libératoire devant y être associé"
a843,"a843,a843,a3301,a3301",gouvernance de l'etat,gouvernance de l'etat,1,square,"toute personnalité élue avec une participation inférieure à 50% du corps électoral, verra son élection invalidée."
a844,"a844,a844,a1192,a1192,a1398,a1398,a2834,a2834,a2975,a2975,a4030,a4030,a4087,a4087,a4239,a4239",les pesticides,les pesticides,1,square,interdire immédiatement les pesticides (les néonicotinoïdes entre autre) qui tuent les abeilles et tous les insectes pollinisateurs.
a845,,salaire,salaire,1,square,"augmenter le smic de 30%
augmenter les autres salaires de 10%
partager les dividendes avec les salariés aussi!!!"
a846,"a84,a84,a846,a846,a1660,a1660,a2852,a2852",prisonniers,prisonniers,1,square,faire payer les frais de détentions aux prisonniers
a847,"a78,a78,a90,a90,a648,a648,a847,a847,a848,a848,a1189,a1189,a1894,a1894,a4140,a4140,a4312,a4312",injustice fiscale,injustice fiscale,1,square,interdire l'optimisation fiscale
a848,"a90,a90,a91,a91,a847,a847,a848,a848,a1068,a1068,a1402,a1402,a1894,a1894,a1895,a1895,a2432,a2432,a3084,a3084,a3455,a3455,a4140,a4140,a4312,a4312",injustice fiscale,injustice fiscale,1,square,rétablir l'isf
a849,"a849,a849",cice,cice,1,square,aider les petites et moyennes entreprises
a850,"a850,a850,a3636,a3636","cablage reseau hftth,aujourd'hui c'est la guerre des communautes d'agglo fai au detriment des clients certaine communes ont plusieurs reseau fibre et d'autres ne verront peut etre jamais la fibre","cablage reseau hftth,aujourd'hui c'est la guerre des communautes d'agglo fai au detriment des clients certaine communes ont plusieurs reseau fibre et d'autres ne verront peut etre jamais la fibre",1,square,obliger arcep a ce qu'il y a 1 seul operateur pour assurer un deploiemement plus rapide les autres fai seront en degroupage comme l'adsl aujourd'hui.
a851,"a851,a851",fonctionnaire mes 10 dernieres  annees le point d'indice gele en fin de carrieres (32ans) et maintenant a la retraite on me gele mon augmentation,fonctionnaire mes 10 dernieres  annees le point d'indice gele en fin de carrieres (32ans) et maintenant a la retraite on me gele mon augmentation,1,square,"alignement de tous pour une retraite   calculee sur le cout de la vie ,je rappel que l'essentiel de notre carriere s'est faite sur un temps de travail de 40h sans rtt...etc et social inexistant"
a852,"a852,a852,a2606,a2606",les reformes qui voient le jour sont discriminatoires ex:seuf 2000€ en couple 3400€ notament pour plafond csg retraite c'est encourager les gens a vivre seul ou a divorcer,les reformes qui voient le jour sont discriminatoires ex:seuf 2000€ en couple 3400€ notament pour plafond csg retraite c'est encourager les gens a vivre seul ou a divorcer,1,square,equite 2000€ seul et 4000€ pour un couple
a853,"a853,a853,a1238,a1238",favoriser l'apprentissage de nos jeunes en difficulté scolaire,favoriser l'apprentissage de nos jeunes en difficulté scolaire,1,square,"faire de meilleures réunions d'informations 
multiplier les stages en immersion en les accompagnant
un meilleur accompagnement toute l'année scolaire
donc ne pas mettre le jeune en situation scolaire"
a854,"a854,a854,a4397,a4397",fiscalite des entreprises,fiscalite des entreprises,1,square,supprimer les freins à l'emploi à partir du seuil de 50 salariés. par exemple en supprimant les obligations légales existant pour devenir facultative.
a855,"a337,a337,a709,a709,a855,a855,a2494,a2494",inégalités,inégalités,1,square,"arrêt immédiat des poursuites contre ch. dettinger (courage), dégradation et retrait de la légion  d'honneur pour commandant d. andrieux (indignité)"
a856,"a377,a377,a856,a856,a2096,a2096,a3103,a3103,a3459,a3459,a4088,a4088,a4327,a4327,a4463,a4463",la monarchie présidentielle,la monarchie présidentielle,1,square,remplacer la monarchie présidentielle par un triumvirat
a857,,impots,impots,1,square,"impôt sur le revenu à partir du smic, même si cela représente quelques euros."
a858,"a475,a475,a858,a858,a987,a987,a1228,a1228,a4008,a4008",le vote,le vote,1,square,prise en compte du vote blanc
a859,"a859,a859",participation des citoyens à la vie publique,participation des citoyens à la vie publique,1,square,instauration du ric dans la constitution française. les réformes doivent être travaillées en commissions par des citoyens tirès au sort puis soumises au vote référendaire à l'ensemble de la nation. validation par la chambre des députés du vote
a860,"a211,a211,a809,a809,a860,a860,a936,a936,a1711,a1711,a1803,a1803,a2236,a2236,a3235,a3235",manque d'effectif hôpitaux/ehphad,manque d'effectif hôpitaux/ehphad,1,square,"augmentation importante des personnels hospitaliers -  infirmières, aides soignantes - réorganisation des services administratifs afin de libérer des posts de soignants."
a861,"a861,a861",entreprises,entreprises,1,square,"possibilité d’entrée plus facilement au capital dans l’entreprise où l’on est salarié. pour percevoir des dividendes, nous aussi. et bien sur, sans impôts et taxes. cela permettra à l’entreprise de réaliser plus d’investissements, de se moderniser et d’innover."
a862,"a862,a862",pollution,pollution,1,square,"introduire la préservation de l'environnement dans la constitution. toute loi, toute réforme doit se poser la question si elle induit un risque pour l'environnement et la santé publique. le principe de précaution doit être érigé en règle absolue"
a863,"a863,a863,a2109,a2109,a2291,a2291,a2327,a2327",l'état,l'état,1,square,"suppression des privilèges de certaines personnes. 
ex:primes de chauffage des employés du sénat, abattement fiscal avantageux des journalistes, avantages de certains haut fonctionnaires, suppression des commissions inutiles."
a864,"a864,a864,a1683,a1683",fiscalité,fiscalité,1,square,"pas nécessairement de baisse de l’impôt mais agrégation de l'ir et de la csg, crds, … car sans impôts, fini les services publics ainsi que notre modèle social !"
a865,"a415,a415,a486,a486,a865,a865,a1000,a1000,a4139,a4139,a4141,a4141",ecologie,ecologie,1,square,transférer les subventions de la pac des lobbies céréaliers vers les paysans qui pratiquent l'agriculture bio.
a866,"a129,a129,a582,a582,a866,a866,a3656,a3656",loi,loi,1,square,"l'age du consentement sexuel a 18 ans car a 13 ans nous ne sommes pas responsable .nous ne votons que a 18 ans ,il n'y a donc aucune logique"
a867,"a80,a80,a515,a515,a867,a867,a1080,a1080,a1431,a1431,a2493,a2493",trop de radar,trop de radar,1,square,les diminuer mai que dans des endroit très dangereux
a868,"a868,a868","les privilèges et salaires des députés, sénateurs et hauts fonctionnaires²","les privilèges et salaires des députés, sénateurs et hauts fonctionnaires²",1,square,"baisser les salaires et abolir tous les privilèges comme celle qui permet de toucher une somme d'argent pour les obsèques d'un député ou sénateur, de leur conjoint et enfants."
a869,"a869,a869",retraite / rsa,retraite / rsa,1,square,d' aborder les retraites de ceux qui totalisent un grand nombre d’années au rsa . ?? normalement il n’ y a pas de retraite pour ces gens là . alors on fait  quoi ?? les « autres «  vont payer ?? sujet très sensible
a870,"a870,a870",citoyenneté,citoyenneté,1,square,réduction de la représentativité nationale (députés et sénat) mais conserver un nombre de députés qui soit suffisant pour assurer une bonne représentativité de tous les habitants sur toute la france
a871,"a871,a871",droits de successions,droits de successions,1,square,"-inadmissible de devoir repayer sa part de maison pour le conjoint survivant
-inadmissible que les biens financiers soient en bonne partie  pour l'état"
a872,"a872,a872,a2829,a2829",citoyenneté,citoyenneté,1,square,"modification de la constitution et engagements de la france auprès d'autres états (exemple ceta, tafta, ...), soumis à référendum."
a873,"a873,a873,a1696,a1696",fiscalité,fiscalité,1,square,prison envers ceux qui pratiquent l’évasion fiscale. tout ce qui part à l'étranger on le réclame au peuple
a874,"a874,a874,a975,a975,a1293,a1293,a1294,a1294,a1450,a1450,a2672,a2672,a4371,a4371",les loobies,les loobies,1,square,sanctionner les pratiques frauduleuses et limiter institutionnellement le pouvoir des multinationales
a875,"a875,a875,a1696,a1696",la politique et l'économie,la politique et l'économie,1,square,une société fraternelle et accueillante
a876,"a876,a876,a983,a983,a1225,a1225,a1782,a1782,a3341,a3341,a3981,a3981,a4145,a4145",la précarité énergétique,la précarité énergétique,1,square,le bioclimatisme pour tous
a877,"a877,a877,a2694,a2694",l'utilisation des gazs lacrymogènes sur la population manifestante et par extension gazage des populations des villes,l'utilisation des gazs lacrymogènes sur la population manifestante et par extension gazage des populations des villes,1,square,demander à la 'haute' autorité de santé' la mise en place d'une veille sanitaire sur les dommages et effets secondaires de l'utilisation des gazs lacrymogènes sur la population. que l'ordre des médecins prenne position contre ce danger de santé publique.
a878,"a656,a656,a878,a878,a1702,a1702,a4026,a4026",rechauffement climatique,rechauffement climatique,1,square,"le probleme: la voiture une necessite dans les villages et petites et moyennes villes par manque d'alternative
la solution: chaque ville, village devrait avoir un plan de developpement du velo et autres moyens de transports ecolo;"
a879,"a656,a656,a879,a879",rechauffement climatique,rechauffement climatique,1,square,"le probleme: manger bio, construire bio, rouler bio coutent trop cher
la solution: baisser la tva sur les produits et materiaux bio; donner une prime pour les velo electriques au plus demunis;"
a880,"a300,a300,a880,a880,a891,a891,a2471,a2471,a3367,a3367,a4040,a4040",revenu indigne malgré le travail,revenu indigne malgré le travail,1,square,"réduire les écarts de salaire ,salaire indécent des grands patrons et des élus qui cumulent des indemnités"
a881,"a881,a881",faible retraite,faible retraite,1,square,"je propose  pour 40 ans de cotisations que la retraite soit égale au  minimum au smic, et elle ne devrait pas excéder  3 fois le smic ."
a882,"a882,a882",salaire dans une même entreprise,salaire dans une même entreprise,1,square,le salaire le plus élevé ne doit pas excéder 3 fois le plus bas.
a883,"a883,a883,a2496,a2496,a3288,a3288",la politique,la politique,1,square,"redonner le pouvoir aux collectivités locales, comme lever les impôts, instaurer des referendum locaux, etc..."
a884,"a884,a884,a968,a968,a1377,a1377,a2841,a2841,a2990,a2990,a3522,a3522,a3642,a3642",l'abattage rituel,l'abattage rituel,1,square,aucun animal ne doit être abattu sans étourdissement préalable.
a885,"a885,a885",le gouvernement,le gouvernement,1,square,aider d'avantage la transition vers l'agriculture bio
a886,"a886,a886,a1031,a1031","déforestation des pays au profis des riches pour prélevés les richesses sous terres, engeandrant l'esclavage des enfants, la non rémunérations des travailleurs","déforestation des pays au profis des riches pour prélevés les richesses sous terres, engeandrant l'esclavage des enfants, la non rémunérations des travailleurs",1,square,d'interdite de tel catastrophes écologiques
a887,"a54,a54,a887,a887,a3203,a3203,a4194,a4194",la promotion des pompes à chaleur,la promotion des pompes à chaleur,1,square,"d'arrêter la  promotion des pompes à chaleur comme moyen de chauffage.en plus d'utiliser des gaz à effet de serre, la pompe à chaleur a l'enorme defaut de s'installer en extérieur: c'est bruyant pour le voisinage, l'écologie, c'est aussi de préserver le calme originel"
a888,"a113,a113,a888,a888,a3528,a3528",les grandes surface qui ne sont quasiment pas imposé et qui détruise nos petits commerçants,les grandes surface qui ne sont quasiment pas imposé et qui détruise nos petits commerçants,1,square,prélèvement à la source des impots
a889,"a889,a889,a1919,a1919,a2849,a2849,a3292,a3292","le billet de 500 € qui ne sert qu'au blanchiment d'argent, trafic de drogue,esclavage sexuel","le billet de 500 € qui ne sert qu'au blanchiment d'argent, trafic de drogue,esclavage sexuel",1,square,supprimer tous billets de 500 € et plus
a890,"a890,a890","""fiscalité écologique""","""fiscalité écologique""",1,square,"l'énergie de base nécessaire à un foyer doit être peu chère. la taxer ensuite à partir d'un certain niveau de dépense, et de plus en plus. et arrêter avec les autres délires de fiscalité écologique du gouvernement"
a891,"a880,a880,a891,a891",vie indigne par revenu insuffisant,vie indigne par revenu insuffisant,1,square,"supprimer la csg jusqu'à 1300€ de devenu fiscal,remonter l'allocation adulte handicapé et minimum vieillesse,plafonner retraite des élus et pas de cumul"
a892,"a779,a779,a892,a892","élus déconnectés de la vraie vie,","élus déconnectés de la vraie vie,",1,square,"imposer à chaque liste une représentation proportionnelle de la population,ne pas réserver cela aux notables,et plus de proportionnelle partout"
a893,"a893,a893",gaspillage d'argent public,gaspillage d'argent public,1,square,supprimer les subventions à certaines associations qui ne représentent qu'elle même.
a894,"a894,a894",pouvoir d'achat,pouvoir d'achat,1,square,augmenter toutes les retraites inférieurs a la moyenne national de 100 euros minimum
a895,"a895,a895",travail mal rémunéré,travail mal rémunéré,1,square,"au lieu de plancher sur un""revenu universel"", il faut, au niveau de l'europe, créer un partage du travail: smic  complet pour un emploi à mi temps: certains secteurs très étatiques ( emplois partagés)doivent cohabiter avec un secteur libéral dynamique"
a896,"a896,a896",bilan carbone,bilan carbone,1,square,"taxer vraiment les voyages en avion : le week end à honolulu c'est stupide, tout comme la semaine à l'autre bout du monde. en revenir aux voyages lointains préparés de longue date et auxquels on consacre du temps"
a897,"a278,a278,a897,a897",les institutions,les institutions,1,square,"introduire de la mixité sociale à l'assemblée.
qu'au moins 1/3 des sièges de l'assemblée nationale soit réservé à des représentants élus à la proportionnelle sur des listes représentatives de la réalité socioprofessionnelle de la population."
a898,"a898,a898",la fiscalité,la fiscalité,1,square,"problème: les décisions prise pour les membres de l'union 
                 européenne, doivent être prises à l'unanimité. 
solution:    taper du poing sur la table pour que les future décisions, 
                  soient prises à la majorité qualifier."
a899,"a899,a899,a901,a901",l'émigration,l'émigration,1,square,"problème: les étrangers que nous accueillons s'intègrent de moins 
                 en moins.
solution  : leur faire apprendre le français, l'histoire de france et européenne, la laïcité ..."
